name,merchant_abn,eariningmean2015-2016,eariningmean2016-2017,eariningmean2017-2018,eariningmean2018-2019,eariningmean2019-2020,earners2015-2016,earners2016-2017,earners2017-2018,earners2018-2019,earners2019-2020,earningmedian2015-2016,earningmedian2016-2017,earningmedian2017-2018,earningmedian2018-2019,earningmedian2019-2020,earningsum2015-2016,earningsum2016-2017,earningsum2017-2018,earningsum2018-2019,earningsum2019-2020
Maecenas Libero Associates,96644709080,45527.528,46691.028,47708.653,49354.051,49886.471,3383.199,3506.486,3592.588,3630.058,3644.274,33688.712,34376.514,35576.03,36914.612,37320.786,253643767.11,267880083.184,282043189.316,292378713.708,293459664.88
Maecenas Libero Est Inc.,63286055458,35077.007,36107.505,36947.175,37625.533,37835.601,3078.717,3172.399,3235.163,3283.709,3317.356,27789.609,28498.151,29466.221,30245.442,30434.732,184353413.477,193765178.817,202490425.569,210538043.122,215382637.997
Maecenas Mi Felis Limited,12710873213,33693.13,34128.025,34863.803,35286.979,35200.091,2905.194,2987.888,3032.99,3081.873,3115.499,26646.461,27391.052,28548.058,29225.286,29357.327,168002763.896,174232288.862,181368297.676,188616568.173,192052961.371
Maecenas Mi Industries,54702673300,36033.333,36974.929,37634.943,38522.971,38721.194,3319.254,3434.599,3514.852,3574.852,3611.294,28573.587,29200.655,30082.32,31038.678,31370.242,198347559.227,208836614.341,218322960.4,227935785.839,233068790.376
Maecenas Mi LLC,18653260078,34052.197,35051.235,35458.477,36528.555,36237.001,3026.432,3128.474,3199.189,3252.682,3287.169,27069.122,27729.855,28458.173,29467.954,29538.802,177935819.827,187489637.727,195602108.037,204416031.723,207759065.311
Magna A Corp.,98065308169,35498.944,34690.354,35230.294,34947.144,33940.58,3073.104,3179.942,3230.6,3279.629,3305.181,27227.3,27377.727,28367.738,28859.216,28728.27,194049170.496,196920021.404,207339955.682,210960148.446,215174800.065
Magna A Foundation,48807515867,32106.658,33259.26,33409.983,34716.04,34497.785,2638.023,2742.564,2805.359,2857.018,2880.61,25495.908,26254.786,26689.77,27942.345,27909.227,165067945.254,173890892.184,180741212.313,189107845.885,191450349.758
Magna A Neque LLC,14430838529,34727.687,35754.522,36215.453,37290.759,37045.017,3106.758,3214.578,3286.345,3341.553,3376.461,27530.319,28191.168,28960.632,29977.844,30060.372,185229079.976,195441799.915,204043330.333,213331352.151,217005524.162
Magna A Neque Limited,39656540901,35470.077,36489.786,37376.554,38748.379,38449.879,3344.283,3478.132,3565.011,3637.306,3671.437,27648.707,28321.629,29304.788,30354.611,30475.697,210834989.683,224245681.207,235667812.815,247924645.117,251401108.274
Magna Associates,16644129035,34529.874,35535.156,35972.65,37027.249,36757.2,3070.459,3177.046,3247.49,3301.694,3336.23,27308.089,27970.738,28703.468,29729.606,29797.768,184302577.717,194211752.723,202700739.001,211755948.879,215331253.068
Magna Duis Dignissim Corp.,58869593769,31751.092,32973.175,33765.089,35101.952,35428.479,2490.718,2517.651,2590.791,2624.47,2637.747,25824.909,26319.047,27377.579,28494.396,28639.716,144020518.477,150345882.121,158636974.512,166255880.597,167719988.878
Magna Duis Inc.,80067991455,35124.45,36380.057,37217.412,36081.236,36466.759,3536.383,3565.027,3599.343,3634.201,3686.922,26277.194,27447.521,28387.403,28617.315,28968.351,238484598.379,247297697.037,258756192.42,257329068.175,264355383.322
Magna Et Institute,27581734019,35632.946,36627.856,37074.716,38327.765,37610.523,3094.193,3209.685,3278.513,3336.027,3367.145,28278.145,29014.723,29767.124,30853.52,30781.432,179856582.227,190180362.634,198457757.984,207706385.623,209989564.571
Magna Inc.,38612000811,33943.22,35175.06,35402.696,36891.26,36077.087,3052.063,3175.57,3254.394,3307.717,3349.386,27133.527,27916.296,28501.468,29662.884,29533.445,174426026.732,185917570.735,193598452.494,203538232.507,205243683.111
Magna Institute,11237511112,34550.97,35602.626,36035.301,37086.319,36791.429,3063.334,3170.532,3241.445,3296.326,3331.249,27409.766,28100.987,28853.352,29859.511,29919.514,182384608.199,192376388.083,200694074.503,209878062.257,213349499.305
Magna LLC,53655334735,33440.453,34533.081,34880.54,36322.109,35827.616,2836.302,2925.305,2988.713,3034.203,3066.348,26215.214,26873.531,27505.423,28596.533,28526.751,177133602.574,186798459.198,193905732.736,203156453.107,205327263.782
Magna Lorem Institute,25628686447,34220.235,35262.465,35887.746,36652.842,36683.432,3019.895,3139.683,3211.018,3259.158,3287.683,27480.088,28102.726,29002.49,29867.76,30024.479,177751161.771,188689509.291,197690490.536,205383957.82,209269873.35
Magna Lorem Ipsum Inc.,34922750917,34900.156,36075.802,36648.899,37585.96,37743.225,3164.164,3264.484,3337.798,3391.319,3428.758,27253.502,27943.281,28762.209,29687.815,29955.771,196509258.028,206946306.337,216276404.505,225417553.455,230748249.368
Magna Ltd,35267193658,25425.835,26298.337,26485.465,27054.278,27259.275,2748.505,2814.593,2872.704,2921.457,2969.114,20654.512,21208.732,21822.659,22452.19,22575.207,144535606.415,150020671.259,155136025.196,162951605.328,167544086.975
Magna Malesuada Corp.,67978471888,34734.578,35732.735,36181.577,37249.101,36950.703,3067.004,3173.081,3243.385,3297.193,3331.701,27559.982,28235.795,29005.778,30021.471,30086.921,182181226.317,192031995.45,200422478.216,209476667.941,213032949.371
Magna Malesuada Foundation,64278053738,35441.566,36604.143,37238.306,38214.121,37667.078,2939.2,3041.668,3110.987,3161.12,3198.09,27938.092,28688.748,29546.691,30538.948,30404.974,176318380.242,185886256.173,194573689.691,203236868.76,206495008.617
Magna Nam Incorporated,82225148007,34373.856,35821.011,36515.452,36605.91,37012.913,2930.175,3017.855,3072.357,3125.49,3168.505,27780.844,28654.367,29635.744,30283.287,30766.304,155301285.832,164300038.275,170818528.781,176143571.988,181054221.297
Magna Nam Ltd,54097385985,34050.492,35045.216,35547.377,36546.341,36438.931,3058.154,3164.052,3237.051,3295.141,3333.761,26987.227,27659.719,28429.564,29407.576,29508.185,180372575.629,190222081.273,199153288.044,208074971.41,212529984.956
Magna Nec Institute,13447011295,34303.65,35246.591,35738.938,36826.823,36705.104,3020.297,3120.01,3190.784,3247.747,3283.634,27214.606,27859.134,28632.332,29637.294,29786.491,179419522.92,188706856.492,197149627.398,206237607.777,210222967.003
Magna Nec Quam LLP,15971734188,36430.223,37509.672,37216.333,38333.422,38266.325,3131.987,3243.257,3313.554,3358.785,3383.739,28915.205,29612.437,30090.747,31236.553,31340.05,185315755.777,195275564.503,201945664.241,210701143.489,214148463.69
Magna Phasellus Dolor Institute,51080350356,32038.025,33098.291,33561.862,34330.029,34267.345,3080.353,3191.934,3269.366,3328.221,3362.23,25592.94,26308.829,26968.164,27851.074,27955.494,179597542.87,189533678.265,198981303.907,207210761.867,211847782.513
Magna Phasellus Foundation,59581212604,34961.428,35936.992,36460.744,37456.699,37745.934,3145.073,3244.904,3313.076,3364.143,3394.473,27358.329,27906.703,28812.533,29716.155,29822.22,188479231.402,198585483.417,206496684.744,216269437.693,222014243.981
Magna Praesent Industries,31068797937,34402.132,35119.791,36043.702,37615.262,37656.536,3120.484,3217.26,3317.644,3379.404,3412.919,27371.672,27874.349,28866.209,29901.971,30251.266,191165791.895,201508588.594,214022519.481,226262573.797,232795351.444
Magna Praesent Interdum Incorporated,81790520013,26213.767,28004.136,28654.923,30155.528,29479.46,2203.198,2277.731,2307.271,2310.328,2318.475,20561.111,21545.565,22137.257,23567.881,23485.717,126191191.255,135521517.338,141515635.638,147608288.136,146521094.191
Magna Praesent Interdum Industries,94110063346,38267.295,37923.023,39331.202,39022.047,36821.927,3318.994,3376.504,3420.731,3437.145,3442.102,31005.965,31412.075,32453.849,32796.47,31212.648,181059287.415,183437098.321,192158912.854,194916744.779,191556192.564
Magna Praesent Interdum Ltd,49640494725,34526.288,35576.32,35943.916,37042.417,36730.325,3093.847,3197.606,3268.874,3322.698,3357.571,27250.072,27930.078,28627.259,29670.738,29706.678,185601754.668,195614392.26,203759313.932,213199447.764,216507919.914
Magna Praesent LLP,34530907184,31380.594,32233.694,33087.017,33926.441,34350.641,3167.147,3272.516,3368.091,3451.192,3502.988,25433.875,26065.577,26776.458,27746.522,28169.249,180323173.099,190118316.772,200365565.141,210800757.748,217369630.456
Magna Praesent PC,13514558491,34821.227,35814.596,36217.321,37264.875,37017.676,3082.269,3191.488,3263.476,3318.981,3354.36,27593.168,28252.315,28989.029,30018.455,30103.786,183868102.535,193885825.14,202222483.168,211376086.804,215038579.699
Magna Sed Associates,19340071232,34474.248,35753.165,38984.57,38980.152,38978.921,2422.569,2518.443,2535.091,2536.894,2545.127,29453.617,29863.12,31792.617,33292.123,33677.789,123617730.678,133715730.655,146281462.503,147078099.483,147756868.101
Magna Sed Corp.,42483854662,34179.864,35260.591,35510.161,36340.723,36247.226,3042.273,3147.958,3220.523,3274.271,3309.943,27269.501,27917.907,28624.505,29545.103,29726.741,179615675.268,189482940.405,197337835.18,205665433.933,209555140.476
Magna Sed Eu Associates,64573039027,34575.809,35551.288,35960.477,36941.771,36683.665,3101.375,3208.259,3283.218,3338.529,3373.163,27477.251,28127.739,28926.254,29867.413,30036.004,185049967.77,195147890.348,203680693.459,213062700.773,216465950.83
Magna Sed Incorporated,87457891433,34775.027,35764.89,36209.069,37321.55,37094.403,3092.982,3202.244,3276.476,3335.11,3371.349,27607.4,28259.876,29021.818,30071.716,30157.678,183702475.053,193715990.66,202278442.708,211889474.014,215669908.367
Magna Sed Industries,98166254020,34987.132,35998.933,36369.634,37412.771,37107.783,3122.611,3230.515,3305.479,3362.239,3399.241,27713.319,28393.114,29116.834,30123.396,30206.379,186257648.631,196345938.774,204768132.11,213911179.587,217556919.589
Magna Sed Institute,31322181845,34261.736,35244.211,35684.028,36731.056,36360.588,3029.796,3138.859,3210.026,3266.523,3301.095,27201.129,27870.844,28618.149,29622.902,29669.554,178410843.295,188270894.456,196648498.611,205451670.348,208942492.366
Magna Sed PC,99554974333,34390.499,35356.647,35709.539,36640.517,36837.892,3003.265,3101.245,3163.856,3206.677,3239.124,27005.619,27666.054,28343.454,29312.335,29572.648,183723225.004,192867754.926,199607726.851,207458577.975,211363226.536
Magna Suspendisse Industries,38212167834,34501.123,35491.908,35970.612,36905.369,36717.125,3113.596,3220.247,3290.95,3344.481,3379.251,27256.989,27900.495,28688.236,29628.727,29743.11,187223680.448,197284656.291,205790641.872,214813765.274,218574317.693
Magna Tellus Associates,73649365788,36394.611,38581.776,38542.551,39803.773,38586.174,3207.185,3341.033,3422.619,3480.974,3518.709,29140.418,30500.317,31096.95,32238.501,31941.421,180233013.586,193021779.437,199611008.74,208556473.675,208856188.58
Magna Tellus Faucibus LLP,37442271968,36453.552,37795.155,37898.436,39105.786,38742.369,3204.235,3307.071,3371.765,3426.919,3462.462,28621.824,29474.776,30103.887,31326.999,31339.612,195256329.895,205268697.634,212547699.036,222420660.603,225386641.028
Magna Tellus Limited,75475421683,36925.09,37720.451,38392.236,39712.398,39289.914,3360.47,3467.374,3548.675,3610.279,3652.27,29738.295,30338.564,31166.692,32298.421,32401.346,200510119.854,209985227.548,219402166.81,230143634.245,234584078.94
Magna Ut Incorporated,59153557367,30366.588,31340.218,32030.998,33524.343,34330.072,2799.932,2898.572,2952.396,2981.656,3016.665,23832.178,24315.187,25119.426,26223.253,26926.028,165106510.954,174669652.762,182535007.262,190925660.115,194685752.941
Magnis Dis Institute,46429297007,30290.097,30991.188,31634.537,30650.087,30126.65,1879.331,1945.848,1959.825,1969.703,2021.259,22458.143,22629.704,23321.684,23256.274,23443.994,133559368.031,140264836.66,145726528.158,140755842.75,141716330.668
Magnis Dis Limited,41302588137,35191.968,35885.472,36252.498,37145.101,36915.928,3075.412,3184.053,3256.811,3313.184,3343.627,27798.696,28350.758,29098.443,30092.256,30164.266,182950388.695,192282366.716,201053424.567,209949503.248,213704429.194
Magnis Dis Parturient Foundation,92068365770,33391.229,34451.794,35021.493,36674.809,36391.25,3034.493,3154.556,3233.288,3291.117,3335.556,26962.641,27600.118,28355.918,29606.116,29496.803,180108345.609,191368537.6,203069474.303,212297087.331,216718145.536
Magnis Dis Parturient Industries,85502310765,34803.733,35821.532,36276.426,37373.744,37134.628,3120.567,3230.602,3303.866,3361.603,3397.407,27720.4,28376.962,29133.919,30161.04,30258.861,185384331.881,195538919.747,204060355.273,213604141.396,217536236.535
Magnis Dis Parturient PC,21384345425,29566.632,29979.325,30836.746,31880.646,32177.658,2594.858,2632.254,2680.648,2708.708,2723.735,24851.21,25354.65,26276.91,27212.551,27494.909,142343215.906,144020840.591,149949528.951,155854758.791,159364249.574
Magnis Foundation,89640578182,34306.637,35290.969,35788.611,36816.713,36586.019,3042.01,3147.389,3219.579,3274.404,3308.88,27175.697,27816.149,28595.755,29586.281,29666.988,181781436.191,191633472.333,200295290.926,209375154.596,213020327.51
Magnis Inc.,44473011453,35027.852,36014.708,36572.569,37704.554,37496.917,3183.929,3294.044,3369.019,3431.724,3471.864,27879.727,28543.396,29341.456,30420.481,30475.998,186017133.903,195679602.23,204982577.053,215041046.404,219464951.037
Malesuada Augue Incorporated,98253764162,36438.856,37343.943,37955.54,39152.053,38785.514,3221.573,3323.198,3385.855,3440.104,3474.217,28726.057,29345.773,30244.75,31352.244,31410.579,191794684.336,201356003.292,209829625.436,219508099.511,222727879.388
Malesuada Augue PC,32451620193,35065.187,36080.734,36522.849,37751.61,37340.687,3146.655,3253.911,3331.409,3390.886,3428.353,27690.972,28381.698,29123.092,30192.794,30218.141,189206529.112,199169125.941,208116066.06,218061817.334,221573120.995
Malesuada Augue Ut Associates,88923351769,35369.871,36639.758,36936.101,38226.29,38010.238,3277.637,3388.201,3458.625,3511.794,3550.707,28097.804,28937.832,29563.657,30796.194,30859.475,197179731.512,208151953.395,217034800.943,226733699.02,231918132.571
Malesuada Augue Ut LLP,37670671283,26422.085,26618.792,27448.302,28018.615,27834.576,2329.352,2453.697,2520.693,2567.174,2587.587,21633.099,22029.748,23095.013,23387.706,23446.259,132386676.7,140551945.539,150116321.156,156375824.805,157806524.155
Malesuada Company,53258875124,34620.824,35654.673,36047.553,37312.119,36901.791,2992.286,3089.016,3150.016,3199.703,3229.652,27513.568,28167.082,28962.65,30131.682,30075.214,175082156.938,184818789.851,191348841.099,200698981.737,204006754.746
Malesuada Consulting,43650058736,34871.437,35951.946,36343.873,37536.312,37195.891,3031.694,3134.67,3202.917,3252.61,3288.935,27455.852,28103.837,28778.683,29859.202,29844.33,183371130.6,193270452.254,201882618.579,210731534.628,214278701.318
Malesuada Fames Consulting,81276848014,35138.028,36081.174,36549.8,37658.294,37442.142,3033.268,3140.587,3208.37,3259.202,3288.832,27860.402,28517.918,29331.601,30364.848,30413.694,181947126.758,191881003.756,200319527.303,209192590.106,212860756.544
Malesuada Fames Foundation,41315101616,35720.301,36828.014,37339.349,38480.002,38090.752,3082.142,3187.686,3258.148,3311.203,3346.199,28144.906,28891.5,29702.268,30783.997,30813.49,186706832.565,196802115.186,205557886.815,214895281.604,218112259.485
Malesuada Fames Limited,67279397175,26247.437,27597.183,27730.293,28972.491,29078.474,3217.275,3294.894,3385.343,3440.221,3460.41,21525.631,22497.843,22901.428,23912.269,23961.408,175558401.682,183539119.091,191748229.211,200728074.61,204846068.706
Malesuada Fames Ltd,86441371046,26396.761,26914.242,26940.4,27790.73,27804.479,2758.625,2841.413,2899.669,2953.836,2964.541,21998.867,22275.827,22617.006,23523.203,23720.029,147186266.112,153465160.107,158561135.249,166773597.154,170086475.827
Malesuada Fringilla Est Inc.,72932341819,35819.111,36674.81,37300.475,38640.419,39589.87,3823.779,3959.378,4037.936,4100.696,4111.885,28713.305,29301.137,29995.135,31228.794,31729.202,237427622.943,250379255.471,261787135.478,274079767.666,280939026.502
Malesuada Fringilla Est Institute,58154486337,34245.893,35370.188,35855.194,36818.415,36687.656,2998.34,3110.618,3182.397,3238.101,3274.848,27245.697,27953.012,28770.189,29736.745,29860.187,175527518.916,186283083.235,194541824.597,203440810.406,207462524.633
Malesuada Fringilla Incorporated,64931596817,33096.126,33928.787,33910.329,34795.413,34325.974,3126.282,3225.811,3295.052,3340.689,3370.149,25842.755,26513.033,27079.573,28167.054,28224.458,189170781.16,199286921.971,209686697.085,216555878.047,220145817.715
Malesuada Id Institute,52655785808,30814.302,31860.198,32206.998,33018.222,34024.068,2533.604,2618.33,2668.316,2694.904,2725.233,24676.954,25169.974,25857.075,26671.211,27091.547,143087320.07,151222409.227,156973803.406,161881111.951,166825666.238
Malesuada Inc.,65161304947,33736.478,34694.917,35288.344,36480.999,36140.431,3132.104,3258.926,3341.396,3405.531,3433.406,27290.488,27892.568,28805.475,29809.823,29900.106,181812811.736,193234202.488,202459772.023,212454156.528,215532225.364
Malesuada Institute,27251742541,35345.542,36400.719,36847.437,38014.867,37778.238,3130.442,3236.563,3309.768,3365.779,3403.489,27852.315,28545.448,29300.785,30365.179,30463.986,188470700.163,198652841.114,207162991.159,216815987.124,220541497.71
Malesuada Integer Id Company,82044452251,33249.357,34087.814,34641.977,35539.849,35326.4,2890.397,2998.274,3066.271,3120.79,3159.762,26501.448,27073.015,27866.374,28788.211,28835.713,167428891.362,176428817.62,184572122.603,192703939.865,196506776.951
Malesuada Integer Id Foundation,22227727512,34491.61,35501.471,35975.277,37019.612,36735.885,3075.191,3181.686,3252.753,3307.686,3343.253,27373.668,28037.896,28807.36,29817.099,29892.596,182642896.923,192579533.857,201043682.22,210216599.148,213840574.335
Malesuada LLC,57798993346,41445.895,41937.133,43055.025,44947.334,45393.902,3362.558,3449.472,3490.037,3524.955,3532.774,32652.672,32842.995,33870.968,34882.089,35479.372,217752385.918,225365807.708,234174923.012,244014282.368,247528902.87
