name,merchant_abn,revenue_level,take_rate,industry_tags,MappedIndustry
Malesuada Fames Limited,67279397175,b,3.81,bicycle,Y
Hendrerit Consectetuer Institute,67283489810,d,1.07,music musical instruments pianos sheet music,M
Ligula Elit LLC,67288548470,a,6.64,lawn garden supply outlets including nurseries,W
Mus Proin Consulting,67392173147,b,4.37,bicycle,Y
Eleifend PC,67400260923,a,5.97,computer programming data processing integrated systems design,C
Vel Limited,67419861441,d,0.68,lawn garden supply outlets including nurseries,W
Nullam Limited,67425187185,a,6.89,gift card novelty souvenir,P
Id Magna Institute,67437008946,a,6.16,lawn garden supply outlets including nurseries,W
Adipiscing Mauris Molestie LLC,67465447214,b,4.58,opticians optical goods eyeglasses,I
Egestas LLC,67501420176,b,3.4,motor vehicle new parts,H
At PC,67520251416,b,3.61,computers computer peripheral equipment software,J
Metus Sit Amet Incorporated,67609108741,e,0.38,cable satellite pay television radio,K
A Felis Ullamcorper LLP,67610254313,c,1.43,computer programming data processing integrated systems design,C
Purus Accumsan Associates,67690172512,a,6.35,cable satellite pay television radio,K
Integer Mollis Integer Institute,67691683330,c,1.47,shoe,B
Nullam LLP,67692278478,b,4.93,florists nursery stock flowers,U
Ante Ipsum Primis Ltd,67696830978,c,1.46,gift card novelty souvenir,P
Dui Nec Tempus Inc.,67698554653,c,1.65,gift card novelty souvenir,P
Nulla Industries,67713855705,a,6.46,computers computer peripheral equipment software,J
Nunc Ut Inc.,67794222692,c,1.55,digital goods books movies music,F
Enim Mi Ltd,67797658023,c,2.93,opticians optical goods eyeglasses,I
Ligula Donec Limited,67810757628,b,4.23,hobby toy game,O
Tincidunt Corporation,67842910518,b,4.55,equipment tool furniture appliance rent al leasing,S
Non Nisi Foundation,67853562563,b,3.11,computer programming data processing integrated systems design,C
Nam Ac Foundation,67868675953,a,6.42,cable satellite pay television radio,K
Ultricies Adipiscing Enim Industries,67874735704,c,2.04,florists nursery stock flowers,U
Ipsum PC,67882460777,a,5.91,computers computer peripheral equipment software,J
Aliquet Molestie Company,67915848101,c,2.25,health beauty spas,N
Ut Pharetra Company,67920961191,c,1.66,telecom,Q
Magna Malesuada Corp.,67978471888,a,5.56,artist supply craft,E
Laoreet Ipsum Corp.,67979471799,d,1.04,cable satellite pay television radio,K
Dolor Vitae Foundation,67988680834,b,4.55,computers computer peripheral equipment software,J
Nec Ante Ltd,68004106739,a,5.61,cable satellite pay television radio,K
Quis Urna PC,68015860722,b,4.76,tent awning,X
Tellus Nunc Lectus Associates,68028409124,c,2.66,florists nursery stock flowers,U
Ante Associates,68092012436,b,4.76,shoe,B
Orci Incorporated,68096660401,c,2.96,furniture home furnishings equipment manufacturers except appliances,T
Turpis In Condimentum Corporation,68100435968,a,6.05,cable satellite pay television radio,K
Odio Ltd,68103126714,a,5.86,tent awning,X
Vel Convallis Corporation,68112267199,b,4.91,lawn garden supply outlets including nurseries,W
Euismod Ac Associates,68189578822,a,6.35,health beauty spas,N
Purus Duis Institute,68209747287,b,4.51,artist supply craft,E
Placerat Eget Venenatis Limited,68216911708,c,3.05,computers computer peripheral equipment software,J
Dis Parturient Montes Industries,68233865253,a,5.68,art dealers galleries,L
Eget Laoreet Posuere Incorporated,68252147715,c,3.05,watch clock jewelry repair,V
In Scelerisque Scelerisque PC,68257308107,b,4.32,bicycle,Y
Neque Tellus Foundation,68264859271,b,3.61,antique repairs restoration,R
Morbi Sit Inc.,68275485458,a,5.62,artist supply craft,E
Ac Metus Industries,68289707002,c,2.7,shoe,B
Aliquam Incorporated,68319415555,c,2.77,digital goods books movies music,F
Sed Nec Institute,68323652165,c,2.07,antique repairs restoration,R
Ultricies Ornare Consulting,68398369995,b,4.76,bicycle,Y
Aliquam Eu Inc.,68435002949,a,6.65,artist supply craft,E
Vitae Mauris Foundation,68480514246,b,5.05,motor vehicle new parts,H
At Velit Cras Foundation,68483735536,a,5.6,cable satellite pay television radio,K
Dolor Corp.,68501926042,a,5.78,cable satellite pay television radio,K
Semper Egestas Ltd,68514534266,a,6.22,artist supply craft,E
A Neque PC,68535898735,c,2.87,motor vehicle new parts,H
Dui Limited,68548907085,c,1.52,stationery office printing writing paper,D
Egestas Incorporated,68550848674,b,3.26,computer programming data processing integrated systems design,C
Aliquam Auctor Associates,68559320474,b,4.2,antique repairs restoration,R
Et Rutrum LLP,68581310909,a,5.99,florists nursery stock flowers,U
Felis Ltd,68591542501,a,6.86,antique repairs restoration,R
Sem Incorporated,68631449246,a,6.08,furniture home furnishings equipment manufacturers except appliances,T
Felis Purus Foundation,68645868338,a,6.84,motor vehicle new parts,H
Fusce Industries,68645891034,b,4.3,lawn garden supply outlets including nurseries,W
Suspendisse Limited,68656010159,a,5.97,tent awning,X
Tincidunt Neque Vitae Corporation,68699143999,b,3.47,opticians optical goods eyeglasses,I
Ac Consulting,68699353442,c,2.67,music musical instruments pianos sheet music,M
Lacinia Limited,68731179079,c,1.69,equipment tool furniture appliance rent al leasing,S
Erat Volutpat Corp.,68759076161,a,6.1,artist supply craft,E
Mi Pede Nonummy Limited,68828285855,a,5.55,computer programming data processing integrated systems design,C
In Ornare Sagittis PC,68840051984,a,6.01,hobby toy game,O
Nullam Suscipit Consulting,68874243493,c,2.52,telecom,Q
Faucibus Lectus A Inc.,68889885215,c,2.21,books periodicals newspapers,G
Augue Company,68950900599,c,2.08,watch clock jewelry repair,V
Amet Nulla Incorporated,68977708301,c,2.43,gift card novelty souvenir,P
Sit Inc.,69030600619,a,6.74,lawn garden supply outlets including nurseries,W
Blandit PC,69058858940,a,5.85,music musical instruments pianos sheet music,M
Aliquam Gravida Corp.,69059526279,b,3.85,tent awning,X
Eleifend Egestas Sed Corporation,69059526358,b,4.69,equipment tool furniture appliance rent al leasing,S
Cras Eget Foundation,69069584766,a,5.95,computer programming data processing integrated systems design,C
Phasellus Associates,69073210783,b,3.64,bicycle,Y
Gravida Mauris LLP,69078612783,a,5.57,opticians optical goods eyeglasses,I
In Lorem LLP,69107197788,a,5.53,gift card novelty souvenir,P
Laoreet Industries,69108448846,a,6.87,motor vehicle new parts,H
Quisque Associates,69123307057,a,6.95,digital goods books movies music,F
Libero Est Congue Incorporated,69133284840,c,2.63,telecom,Q
Sed Eu LLC,69135584329,c,1.42,computers computer peripheral equipment software,J
Lorem Vitae Odio Industries,69184324876,c,1.8,jewelry watch clock silverware,A
Sit Amet Consectetuer Incorporated,69202616607,d,0.99,bicycle,Y
A Purus LLC,69233153226,a,6.49,computers computer peripheral equipment software,J
Vitae Velit Institute,69236417931,a,6.43,stationery office printing writing paper,D
Consequat Dolor Foundation,69320682085,a,6.91,computers computer peripheral equipment software,J
Ut Ipsum Ltd,69327757904,b,3.59,tent awning,X
Urna Vivamus Institute,69377909125,c,1.98,stationery office printing writing paper,D
Primis In LLC,69381712591,a,5.95,florists nursery stock flowers,U
Nulla Dignissim Limited,69392492576,c,2.9,stationery office printing writing paper,D
Velit Justo Institute,69418468754,b,5.08,florists nursery stock flowers,U
Donec PC,69418675752,a,6.59,artist supply craft,E
Mus Donec Corp.,69425596520,b,3.55,artist supply craft,E
Ultrices Industries,69431337574,c,1.64,telecom,Q
Arcu Curabitur Institute,69576401798,c,1.89,equipment tool furniture appliance rent al leasing,S
Elit Pharetra Corporation,69655310165,b,3.21,hobby toy game,O
Sem Ut Institute,69666829657,c,2.86,bicycle,Y
Erat Semper Limited,69696627033,a,5.61,bicycle,Y
Suspendisse Incorporated,69703285964,a,5.77,cable satellite pay television radio,K
Auctor Velit Eget Corp.,69726000438,c,2.67,books periodicals newspapers,G
Non Quam Associates,69786030824,b,4.8,music musical instruments pianos sheet music,M
Fusce Mollis Duis Industries,69853421807,a,6.28,equipment tool furniture appliance rent al leasing,S
Diam PC,69883578383,a,6.65,stationery office printing writing paper,D
Vitae Incorporated,69890387975,c,2.62,artist supply craft,E
Egestas A Dui Corp.,69893361647,d,0.66,jewelry watch clock silverware,A
Vestibulum Ut Incorporated,69911676985,c,2.72,health beauty spas,N
Purus Gravida Inc.,69913521743,a,6.5,books periodicals newspapers,G
Fermentum Arcu Vestibulum Corp.,69934752604,a,6.57,watch clock jewelry repair,V
Neque Morbi Quis Industries,69936752900,a,6.95,hobby toy game,O
Tempus Scelerisque LLC,69983142241,c,2.28,watch clock jewelry repair,V
Quam Quis Company,69983246412,c,1.97,hobby toy game,O
Dolor Elit Pellentesque Corp.,69994151040,d,1.35,books periodicals newspapers,G
Torquent Per Inc.,70009327857,c,2.45,lawn garden supply outlets including nurseries,W
Sed Sem Egestas LLC,70027786217,b,3.82,motor vehicle new parts,H
Mus Proin LLP,70033549200,b,4.78,tent awning,X
Varius Orci Institute,70038202360,a,6.3,tent awning,X
Donec Tempus Lorem Company,70052129860,b,3.37,cable satellite pay television radio,K
Aenean LLC,70067721091,a,6.67,florists nursery stock flowers,U
Nunc Sed Ltd,70070001855,a,6.05,books periodicals newspapers,G
Rutrum Fusce Dolor Inc.,70088042348,b,3.5,books periodicals newspapers,G
Sollicitudin Industries,70106809650,a,5.73,antique repairs restoration,R
Ut Tincidunt Ltd,70118030493,c,2.63,tent awning,X
Justo Eu Incorporated,70172340121,b,3.29,gift card novelty souvenir,P
Gravida Incorporated,70196084748,a,6.19,computers computer peripheral equipment software,J
Nullam Enim Sed Industries,70214456178,b,3.84,artist supply craft,E
Quis Diam Company,70217388552,a,5.52,gift card novelty souvenir,P
In Consectetuer Company,70223714517,b,3.51,computers computer peripheral equipment software,J
Quam Pellentesque Incorporated,70258288982,a,6.51,shoe,B
Risus Donec Institute,70268417986,a,6.29,furniture home furnishings equipment manufacturers except appliances,T
Posuere Cubilia Curae Institute,70306626982,a,6.85,bicycle,Y
Proin Nisl Sem Company,70309831462,b,3.64,bicycle,Y
Ornare Elit Elit Consulting,70329431753,a,5.91,furniture home furnishings equipment manufacturers except appliances,T
Semper Industries,70338831249,a,6.62,shoe,B
Dui Nec Ltd,70344541271,a,5.71,furniture home furnishings equipment manufacturers except appliances,T
Nunc Lectus Associates,70356719692,b,3.65,books periodicals newspapers,G
Varius Orci In LLC,70385277162,a,6.02,artist supply craft,E
Suspendisse Company,70401028896,a,6.54,furniture home furnishings equipment manufacturers except appliances,T
Fermentum Fermentum Arcu Industries,70417126663,b,3.99,hobby toy game,O
Elit Corporation,70498641647,b,4.58,furniture home furnishings equipment manufacturers except appliances,T
Facilisis Lorem Tristique Company,70501974849,b,3.3,computers computer peripheral equipment software,J
Penatibus Et Limited,70529552669,a,6.17,lawn garden supply outlets including nurseries,W
Nulla Dignissim Associates,70555899232,a,6.3,equipment tool furniture appliance rent al leasing,S
Nonummy Foundation,70561019208,c,3.0,computers computer peripheral equipment software,J
Aliquet Libero Foundation,70580157002,b,3.44,art dealers galleries,L
Elit Aliquam PC,70610974780,a,6.93,tent awning,X
Ante Vivamus Consulting,70620117107,a,6.06,bicycle,Y
Convallis In Consulting,70651441723,a,6.29,opticians optical goods eyeglasses,I
Praesent Eu Incorporated,70713877189,c,1.54,equipment tool furniture appliance rent al leasing,S
Nonummy Fusce Corp.,70734215049,b,3.13,books periodicals newspapers,G
Elit Pharetra LLP,70737217173,b,4.68,cable satellite pay television radio,K
Orci Ut Incorporated,70751543592,c,2.1,bicycle,Y
Sociis Natoque Ltd,70754621933,c,1.98,telecom,Q
Luctus Incorporated,70783350473,c,1.85,tent awning,X
Odio Auctor Foundation,70805280228,b,4.4,telecom,Q
Id Ante Nunc Ltd,70814127470,a,5.78,telecom,Q
Donec Egestas Institute,70879262618,a,5.77,books periodicals newspapers,G
Erat Etiam Vestibulum Foundation,70885562894,b,4.94,stationery office printing writing paper,D
Luctus Curabitur Incorporated,70893725439,a,5.56,shoe,B
Erat Neque Inc.,70920423684,a,5.85,digital goods books movies music,F
Purus Maecenas PC,70969465360,b,3.64,health beauty spas,N
Ipsum Phasellus Corp.,71002398501,b,3.78,opticians optical goods eyeglasses,I
Est Ac Inc.,71029007948,b,3.58,bicycle,Y
Sem Ltd,71035024987,a,5.66,health beauty spas,N
Orci Ltd,71041015148,c,2.19,digital goods books movies music,F
Eget Laoreet Consulting,71063445046,b,3.45,tent awning,X
Nonummy Ipsum Non LLC,71094934182,c,1.86,tent awning,X
Suscipit Nonummy Consulting,71118957552,a,6.77,bicycle,Y
Enim Mi Tempor Associates,71169969325,a,6.27,artist supply craft,E
Auctor Velit Eget LLC,71178069190,a,5.53,lawn garden supply outlets including nurseries,W
Risus Nulla Eget Consulting,71236652596,b,4.64,bicycle,Y
Et Magnis Dis Corp.,71247553576,a,6.77,books periodicals newspapers,G
Quam PC,71253802438,b,3.17,lawn garden supply outlets including nurseries,W
Lectus Company,71274812967,b,3.4,digital goods books movies music,F
Vivamus Molestie Corporation,71305424518,c,2.52,digital goods books movies music,F
Dictum Placerat Augue Foundation,71350572766,c,1.57,cable satellite pay television radio,K
Dictum Mi Incorporated,71355732473,c,3.0,lawn garden supply outlets including nurseries,W
Euismod Ac Fermentum Ltd,71357650211,c,2.39,artist supply craft,E
Ut Odio Inc.,71361928741,b,3.12,telecom,Q
In Tincidunt Congue Company,71363265090,b,3.33,equipment tool furniture appliance rent al leasing,S
Aliquam Rutrum Company,71376104230,d,0.52,artist supply craft,E
Faucibus Leo In Corp.,71381535323,a,5.97,bicycle,Y
Arcu Et Pede Industries,71467727041,c,2.67,furniture home furnishings equipment manufacturers except appliances,T
Aliquet Molestie Corporation,71475747855,c,1.95,telecom,Q
Non Luctus Sit Industries,71476669593,b,3.84,shoe,B
Aliquam Adipiscing Company,71518311042,b,4.5,florists nursery stock flowers,U
Ipsum Primis Associates,71528203369,a,6.94,watch clock jewelry repair,V
Morbi Metus Limited,71538439295,b,3.71,music musical instruments pianos sheet music,M
Lorem Luctus Associates,71612636096,b,4.34,music musical instruments pianos sheet music,M
Ipsum Porta Incorporated,71616292306,b,3.27,books periodicals newspapers,G
Proin Ultrices Associates,71640437036,a,5.81,furniture home furnishings equipment manufacturers except appliances,T
At LLP,71649111610,b,4.31,stationery office printing writing paper,D
Sapien Gravida Foundation,71668072331,a,6.12,opticians optical goods eyeglasses,I
Lacinia Mattis LLC,71674475255,b,3.81,opticians optical goods eyeglasses,I
Faucibus Orci Consulting,71703054238,a,5.5,furniture home furnishings equipment manufacturers except appliances,T
In Consectetuer Ipsum Foundation,71729809380,b,4.31,hobby toy game,O
Pharetra Nibh Inc.,71757256494,a,5.55,cable satellite pay television radio,K
Pharetra Corp.,71759376949,a,6.31,music musical instruments pianos sheet music,M
Mauris Blandit PC,71761786483,c,2.84,shoe,B
Nunc Mauris Sapien Consulting,71767386617,a,5.65,watch clock jewelry repair,V
Aliquam Arcu Industries,71787414647,a,6.05,furniture home furnishings equipment manufacturers except appliances,T
Donec Porttitor Incorporated,71825376355,b,4.59,books periodicals newspapers,G
Ut Nec Urna LLP,71865847877,a,6.04,furniture home furnishings equipment manufacturers except appliances,T
Arcu Sed Et Inc.,71868219093,a,5.79,computer programming data processing integrated systems design,C
Convallis Erat LLC,71910092040,a,6.33,gift card novelty souvenir,P
Ligula Consectetuer Institute,71922512366,c,2.04,watch clock jewelry repair,V
Diam Institute,71946255432,c,2.12,health beauty spas,N
Amet Diam Corporation,71961434094,b,3.99,tent awning,X
Erat Eget LLC,71982729179,a,6.04,shoe,B
Semper Et Lacinia Associates,71989214810,a,6.95,computer programming data processing integrated systems design,C
Mi Corporation,72058040180,a,6.77,antique repairs restoration,R
Turpis Egestas Aliquam Corporation,72064213561,b,4.44,music musical instruments pianos sheet music,M
Fringilla Ornare Corporation,72064300998,b,4.85,telecom,Q
Nonummy Fusce LLP,72082377970,c,3.01,equipment tool furniture appliance rent al leasing,S
Rhoncus Proin Nisl Associates,72136613350,b,3.75,computer programming data processing integrated systems design,C
Ipsum Dolor Sit Ltd,72164128552,a,6.52,furniture home furnishings equipment manufacturers except appliances,T
